system:index,_row,block_id,lat,lon,y,.geo
00000000000000000ff6,4086,48_76,53.62075432690697,-9.76480102327266,0,"{""type"":""Point"",""coordinates"":[-9.76480102327266,53.62075432690697]}"
00000000000000000ff7,4087,48_76,53.65794861657278,-9.790089552185757,0,"{""type"":""Point"",""coordinates"":[-9.790089552185755,53.65794861657278]}"
00000000000000001002,4098,48_76,53.63375540801797,-9.789110454912027,0,"{""type"":""Point"",""coordinates"":[-9.789110454912027,53.63375540801797]}"
00000000000000001015,4117,48_76,53.62336568955729,-9.746046369460243,0,"{""type"":""Point"",""coordinates"":[-9.746046369460243,53.62336568955729]}"
00000000000000001016,4118,48_76,53.5999735631733,-9.80671701594617,0,"{""type"":""Point"",""coordinates"":[-9.80671701594617,53.5999735631733]}"
0000000000000000103d,4157,48_76,53.59156979223976,-9.683625879233889,0,"{""type"":""Point"",""coordinates"":[-9.683625879233889,53.59156979223976]}"
0000000000000000103f,4159,48_76,53.61782819069697,-9.700010283874436,0,"{""type"":""Point"",""coordinates"":[-9.700010283874438,53.617828190696976]}"
00000000000000001058,4184,48_76,53.60940738339189,-9.698825843989892,0,"{""type"":""Point"",""coordinates"":[-9.698825843989892,53.60940738339189]}"
0000000000000000105b,4187,48_76,53.654263739045646,-9.682946642958616,0,"{""type"":""Point"",""coordinates"":[-9.682946642958616,53.654263739045646]}"
00000000000000001060,4192,48_76,53.59990679110029,-9.674787768313644,0,"{""type"":""Point"",""coordinates"":[-9.674787768313644,53.599906791100295]}"
00000000000000000d9c,3484,48_77,53.69902870042026,-9.690713203823591,0,"{""type"":""Point"",""coordinates"":[-9.690713203823591,53.699028700420264]}"
00000000000000000e20,3616,48_77,53.7076350548128,-9.71925851916652,0,"{""type"":""Point"",""coordinates"":[-9.71925851916652,53.70763505481279]}"
00000000000000001059,4185,48_77,53.674190726478656,-9.687645182966476,0,"{""type"":""Point"",""coordinates"":[-9.687645182966476,53.67419072647866]}"
00000000000000000d96,3478,48_78,53.76522922368605,-9.74624027324163,0,"{""type"":""Point"",""coordinates"":[-9.74624027324163,53.76522922368605]}"
00000000000000000da1,3489,48_78,53.76961345375504,-9.7979618643351,0,"{""type"":""Point"",""coordinates"":[-9.7979618643351,53.76961345375504]}"
00000000000000000dcb,3531,48_78,53.77628123266966,-9.79313454603066,0,"{""type"":""Point"",""coordinates"":[-9.79313454603066,53.77628123266966]}"
00000000000000000ddc,3548,48_78,53.78451588178098,-9.675455547142382,0,"{""type"":""Point"",""coordinates"":[-9.675455547142382,53.784515881780976]}"
00000000000000000e04,3588,48_78,53.77725219480936,-9.709435669409048,0,"{""type"":""Point"",""coordinates"":[-9.709435669409048,53.77725219480936]}"
00000000000000000f1b,3867,48_79,53.897737518854974,-9.753099959893692,0,"{""type"":""Point"",""coordinates"":[-9.753099959893694,53.897737518854974]}"
00000000000000000f4c,3916,48_79,53.89694426556392,-9.67845927551318,0,"{""type"":""Point"",""coordinates"":[-9.67845927551318,53.89694426556392]}"
00000000000000000f4d,3917,48_79,53.89679179497813,-9.72409367744589,0,"{""type"":""Point"",""coordinates"":[-9.72409367744589,53.89679179497813]}"
0000000000000000106a,4202,48_79,53.87919159295732,-9.821289255011768,0,"{""type"":""Point"",""coordinates"":[-9.82128925501177,53.879191592957326]}"
000000000000000010b7,4279,48_80,54.00105432430802,-9.809874039893794,0,"{""type"":""Point"",""coordinates"":[-9.809874039893794,54.00105432430803]}"
000000000000000010c9,4297,48_80,53.94685716006558,-9.78143431814192,0,"{""type"":""Point"",""coordinates"":[-9.781434318141923,53.94685716006558]}"
00000000000000000ef0,3824,48_81,54.05168205620597,-9.701883939466152,0,"{""type"":""Point"",""coordinates"":[-9.70188393946615,54.05168205620596]}"
000000000000000010c4,4292,48_82,54.14863309426175,-9.720076729872734,0,"{""type"":""Point"",""coordinates"":[-9.720076729872734,54.14863309426174]}"
000000000000000010df,4319,48_83,54.217389217209046,-9.7998344767324,0,"{""type"":""Point"",""coordinates"":[-9.799834476732398,54.21738921720904]}"
000000000000000010f3,4339,48_83,54.2913064968208,-9.801197341826844,0,"{""type"":""Point"",""coordinates"":[-9.801197341826844,54.2913064968208]}"
00000000000000001118,4376,48_83,54.28142505951091,-9.826148507231489,0,"{""type"":""Point"",""coordinates"":[-9.826148507231487,54.28142505951091]}"
00000000000000001121,4385,48_83,54.21570503824269,-9.832875853041472,0,"{""type"":""Point"",""coordinates"":[-9.83287585304147,54.21570503824269]}"
00000000000000001160,4448,48_83,54.22652089507168,-9.79422041509095,0,"{""type"":""Point"",""coordinates"":[-9.79422041509095,54.22652089507168]}"
000000000000000010d5,4309,48_84,54.29964372655552,-9.79220577319334,0,"{""type"":""Point"",""coordinates"":[-9.79220577319334,54.29964372655552]}"
00000000000000001694,5780,49_72,53.23729932038095,-9.585751233934683,0,"{""type"":""Point"",""coordinates"":[-9.585751233934683,53.23729932038095]}"
000000000000000016a2,5794,49_72,53.245789245920896,-9.57912884149612,0,"{""type"":""Point"",""coordinates"":[-9.579128841496122,53.2457892459209]}"
000000000000000016ca,5834,49_72,53.25859565960671,-9.62584645239402,0,"{""type"":""Point"",""coordinates"":[-9.62584645239402,53.25859565960671]}"
0000000000000000170e,5902,49_72,53.23224998857761,-9.613810282702987,0,"{""type"":""Point"",""coordinates"":[-9.613810282702987,53.23224998857761]}"
00000000000000001610,5648,49_73,53.37293468364951,-9.609251949420187,0,"{""type"":""Point"",""coordinates"":[-9.609251949420187,53.372934683649504]}"
00000000000000001619,5657,49_75,53.57197508680576,-9.586064073348354,0,"{""type"":""Point"",""coordinates"":[-9.586064073348354,53.571975086805764]}"
00000000000000001637,5687,49_75,53.53484688564734,-9.51603325966765,0,"{""type"":""Point"",""coordinates"":[-9.516033259667651,53.53484688564734]}"
0000000000000000164b,5707,49_75,53.57084988795002,-9.651297054321647,0,"{""type"":""Point"",""coordinates"":[-9.651297054321649,53.570849887950025]}"
00000000000000001657,5719,49_75,53.53287192644662,-9.585869294591568,0,"{""type"":""Point"",""coordinates"":[-9.58586929459157,53.53287192644662]}"
00000000000000001658,5720,49_75,53.57145705743454,-9.5577847733906,0,"{""type"":""Point"",""coordinates"":[-9.557784773390598,53.57145705743454]}"
0000000000000000167d,5757,49_75,53.517347147018974,-9.556266516356354,0,"{""type"":""Point"",""coordinates"":[-9.556266516356354,53.517347147018974]}"
00000000000000001683,5763,49_75,53.55172216475176,-9.6148812964479,0,"{""type"":""Point"",""coordinates"":[-9.614881296447901,53.55172216475176]}"
000000000000000016a5,5797,49_75,53.51644969310661,-9.609800645628692,0,"{""type"":""Point"",""coordinates"":[-9.609800645628694,53.516449693106615]}"
0000000000000000160c,5644,49_76,53.62240091288761,-9.55743833879698,0,"{""type"":""Point"",""coordinates"":[-9.557438338796981,53.62240091288761]}"
0000000000000000162e,5678,49_76,53.64543620493399,-9.553568775676844,0,"{""type"":""Point"",""coordinates"":[-9.553568775676846,53.645436204933986]}"
00000000000000001630,5680,49_76,53.58645558849565,-9.561114971674453,0,"{""type"":""Point"",""coordinates"":[-9.561114971674453,53.58645558849565]}"
00000000000000001631,5681,49_76,53.6095618390849,-9.650540674823736,0,"{""type"":""Point"",""coordinates"":[-9.650540674823736,53.6095618390849]}"
0000000000000000163b,5691,49_76,53.619006672678886,-9.648521239309442,0,"{""type"":""Point"",""coordinates"":[-9.648521239309442,53.619006672678886]}"
00000000000000001645,5701,49_76,53.663187087567415,-9.56151367462638,0,"{""type"":""Point"",""coordinates"":[-9.56151367462638,53.663187087567415]}"
0000000000000000164a,5706,49_76,53.61006681096722,-9.614840278519225,0,"{""type"":""Point"",""coordinates"":[-9.614840278519226,53.61006681096721]}"
0000000000000000164e,5710,49_76,53.58727466179502,-9.590351954295848,0,"{""type"":""Point"",""coordinates"":[-9.590351954295848,53.58727466179502]}"
00000000000000001654,5716,49_76,53.606966105308224,-9.518086318549496,0,"{""type"":""Point"",""coordinates"":[-9.518086318549496,53.60696610530823]}"
0000000000000000165c,5724,49_76,53.58812781021404,-9.616540865052228,0,"{""type"":""Point"",""coordinates"":[-9.616540865052228,53.58812781021405]}"
0000000000000000169c,5788,49_76,53.61119835189267,-9.585992463086669,0,"{""type"":""Point"",""coordinates"":[-9.585992463086669,53.61119835189267]}"
00000000000000000dcd,3533,49_77,53.747437268069554,-9.5913768648911,0,"{""type"":""Point"",""coordinates"":[-9.591376864891101,53.74743726806956]}"
00000000000000000df2,3570,49_77,53.71571618510426,-9.601676424179836,0,"{""type"":""Point"",""coordinates"":[-9.601676424179837,53.71571618510426]}"
00000000000000000e1d,3613,49_77,53.73011678716585,-9.533914427413665,0,"{""type"":""Point"",""coordinates"":[-9.533914427413666,53.73011678716585]}"
00000000000000000e37,3639,49_77,53.71486946339674,-9.56442693816656,0,"{""type"":""Point"",""coordinates"":[-9.56442693816656,53.71486946339673]}"
00000000000000000e39,3641,49_77,53.7524464959126,-9.65736530023532,0,"{""type"":""Point"",""coordinates"":[-9.65736530023532,53.752446495912594]}"
0000000000000000165d,5725,49_77,53.679633169118986,-9.531383306509133,0,"{""type"":""Point"",""coordinates"":[-9.531383306509134,53.679633169118986]}"
00000000000000000da2,3490,49_78,53.78865165340816,-9.53005527634977,0,"{""type"":""Point"",""coordinates"":[-9.530055276349772,53.78865165340817]}"
00000000000000000dbc,3516,49_78,53.80498875294292,-9.570922248864107,0,"{""type"":""Point"",""coordinates"":[-9.570922248864107,53.80498875294292]}"
00000000000000000dc0,3520,49_78,53.82332721803842,-9.622938920622362,0,"{""type"":""Point"",""coordinates"":[-9.622938920622362,53.82332721803842]}"
00000000000000000dc4,3524,49_78,53.840053104193125,-9.615974106039465,0,"{""type"":""Point"",""coordinates"":[-9.615974106039465,53.84005310419313]}"
00000000000000000dc9,3529,49_78,53.81820918746712,-9.594527817042842,0,"{""type"":""Point"",""coordinates"":[-9.594527817042842,53.81820918746712]}"
00000000000000000dd2,3538,49_78,53.83810708129202,-9.568287606573415,0,"{""type"":""Point"",""coordinates"":[-9.568287606573415,53.83810708129202]}"
00000000000000000ddd,3549,49_78,53.80693277822594,-9.544383347914152,0,"{""type"":""Point"",""coordinates"":[-9.54438334791415,53.806932778225935]}"
00000000000000000de4,3556,49_78,53.78185292730703,-9.614783882953429,0,"{""type"":""Point"",""coordinates"":[-9.61478388295343,53.781852927307035]}"
00000000000000000de6,3558,49_78,53.80410316570411,-9.595131008999363,0,"{""type"":""Point"",""coordinates"":[-9.595131008999365,53.80410316570411]}"
00000000000000000deb,3563,49_78,53.823339975933365,-9.52964832384848,0,"{""type"":""Point"",""coordinates"":[-9.529648323848482,53.823339975933365]}"
00000000000000000df5,3573,49_78,53.77288344620703,-9.596146494341165,0,"{""type"":""Point"",""coordinates"":[-9.596146494341165,53.77288344620703]}"
00000000000000000dfd,3581,49_78,53.79201730432247,-9.558267002502165,0,"{""type"":""Point"",""coordinates"":[-9.558267002502165,53.79201730432247]}"
00000000000000000e11,3601,49_78,53.78559634571274,-9.66173655633966,0,"{""type"":""Point"",""coordinates"":[-9.66173655633966,53.78559634571274]}"
00000000000000000e30,3632,49_78,53.83756839607382,-9.542608748338704,0,"{""type"":""Point"",""coordinates"":[-9.542608748338703,53.83756839607381]}"
00000000000000000e32,3634,49_78,53.76841125926812,-9.568722212372275,0,"{""type"":""Point"",""coordinates"":[-9.568722212372277,53.76841125926812]}"
00000000000000000e40,3648,49_78,53.772480690890966,-9.649144430069892,0,"{""type"":""Point"",""coordinates"":[-9.649144430069892,53.772480690890966]}"
